feature,zero2one,one2zero,lambda0,lambda1
51449,0.5530533194541931,0.5531995296478271,-0.0001462101936340332,-9.136666094214085e-08
51450,0.5576739311218262,0.5531931519508362,0.00448077917098999,0.00010986654115240694
51451,0.5520715117454529,0.5531995296478271,-0.0011280179023742676,-7.04897700093769e-07
51452,0.558189332485199,0.553199291229248,0.004990041255950928,9.272483660937515e-06
51453,0.5736875534057617,0.5531835556030273,0.020503997802734375,0.00020917177713242308
51454,0.5593181252479553,0.5531980991363525,0.006120026111602783,1.3396647297803921e-05
51455,0.5706943273544312,0.5531628131866455,0.017531514167785645,0.0005973864866084106
51456,0.5446994304656982,0.5531995892524719,-0.008500158786773682,-3.669863449294129e-06
51457,0.563879668712616,0.5531741380691528,0.010705530643463135,0.00035915049340748547
51458,0.5650384426116943,0.5531713962554932,0.011867046356201172,0.00042424370539326326
51459,0.5532843470573425,0.5531995296478271,8.481740951538086e-05,0.0
51467,0.5593445897102356,0.5531992316246033,0.006145358085632324,3.840230524442155e-06
51471,0.5698843598365784,0.55319744348526,0.01668691635131836,3.652741487863091e-05
51479,0.5778571963310242,0.5531119704246521,0.02474522590637207,0.001338547164207186
51482,0.5860971808433533,0.5528168678283691,0.03328031301498413,0.004029724532431598
51491,0.5581254959106445,0.5531901121139526,0.0049353837966918945,8.84865953243109e-05
51493,0.592521607875824,0.5513787865638733,0.041142821311950684,0.012402955142872082
51494,0.5580201148986816,0.5531995296478271,0.004820585250854492,2.081242252067625e-06
51498,0.5344274044036865,0.553259015083313,-0.018831610679626465,-0.0005368105897210155
51507,0.5184496641159058,0.5532132387161255,-0.03476357460021973,-0.0001255411111948864
51514,0.5418962240219116,0.5532928109169006,-0.011396586894989014,-0.0009744208786700883
51515,0.5678170919418335,0.5531983375549316,0.014618754386901855,1.186624251379073e-05
51516,0.6090551018714905,0.5518248677253723,0.057230234146118164,0.011061506741249932
51517,0.5624485611915588,0.553199291229248,0.009249269962310791,1.0841502258849618e-05
51521,0.5541027188301086,0.5531995296478271,0.0009031891822814941,0.0
51526,0.5522006750106812,0.5531995296478271,-0.000998854637145996,-0.0
51529,0.5531359910964966,0.5531995296478271,-6.35385513305664e-05,-1.4538385673687745e-08
221214,0.5384255647659302,0.5533280968666077,-0.01490253210067749,-0.0013255262442416079
221216,0.5073451995849609,0.5533339977264404,-0.04598879814147949,-0.0019772176699402416
221217,0.545621395111084,0.553231418132782,-0.007610023021697998,-0.00044810926072561506
221219,0.554111123085022,0.5531995296478271,0.0009115934371948242,5.696541836319209e-07
221223,0.579208493232727,0.5531672239303589,0.026041269302368164,0.0006238477698913271
221255,0.5561810731887817,0.5531988143920898,0.0029822587966918945,2.566033683128984e-05
223253,0.5669237971305847,0.5531771183013916,0.013746678829193115,0.0003524492965751214
224263,0.5405523180961609,0.5535312294960022,-0.012978911399841309,-0.004007384314235724
224264,0.5917388200759888,0.5515233874320984,0.04021543264389038,0.010647296301114542
224267,0.5324426889419556,0.5532406568527222,-0.0207979679107666,-0.0008774949229052013
224268,0.5337300896644592,0.5532031059265137,-0.019473016262054443,-0.00019352810153860044
224269,0.5242902040481567,0.5532072186470032,-0.028917014598846436,-0.00042730197467474114
224270,0.5868131518363953,0.5530343055725098,0.0337788462638855,0.0031503378331930298
224272,0.5581428408622742,0.5531985759735107,0.004944264888763428,4.717458328479806e-05
224273,0.5691934823989868,0.5531865954399109,0.016006886959075928,0.0002580908941642719
224274,0.5185152888298035,0.5539630651473999,-0.035447776317596436,-0.005586701327869963
224275,0.5053793787956238,0.5565129518508911,-0.051133573055267334,-0.020282424966259982
224276,0.5116816759109497,0.5534086227416992,-0.04172694683074951,-0.0029498693819798114
224277,0.5009430646896362,0.5557785034179688,-0.05483543872833252,-0.0173036414585956
224385,0.5447342395782471,0.5532207489013672,-0.008486509323120117,-0.0004654951507615317
224560,0.5329371094703674,0.5532205700874329,-0.02028346061706543,-0.0005245624056344526
224566,0.5405884981155396,0.5532025098800659,-0.012614011764526367,-0.00012868199084587335
225199,0.5512964129447937,0.5532006621360779,-0.0019042491912841797,-7.745222499894619e-06
225202,0.618522584438324,0.5528454780578613,0.06567710638046265,0.00323764332319329
225203,0.5461361408233643,0.5532000064849854,-0.007063865661621094,-3.399284072982616e-05
225204,0.523549497127533,0.553301215171814,-0.029751718044281006,-0.0011343873699315495
225205,0.5533637404441833,0.5531995296478271,0.00016421079635620117,0.0
225315,0.5633121132850647,0.5531932711601257,0.010118842124938965,0.0001631535862413165
225399,0.5841463208198547,0.5531805157661438,0.030965805053710938,0.0002747785426455474
225400,0.5724464058876038,0.5531403422355652,0.019306063652038574,0.0009046321389943969
225401,0.5313856601715088,0.5533915162086487,-0.022005856037139893,-0.0024965431478349105
225402,0.5077908635139465,0.553723931312561,-0.0459330677986145,-0.0059057622606395075
225427,0.5588490962982178,0.5531989336013794,0.005650162696838379,3.5346416700822824e-05
225428,0.5583149194717407,0.5531995296478271,0.005115389823913574,2.2085213481990668e-06
225429,0.5573155283927917,0.5531994104385376,0.00411611795425415,4.824694519737964e-06
225430,0.5572678446769714,0.5531984567642212,0.004069387912750244,2.3134194345050865e-05
225432,0.5389463305473328,0.5532566905021667,-0.014310359954833984,-0.0008797198737966178
225433,0.5587942600250244,0.5531991124153137,0.005595147609710693,2.443635405289403e-05
225434,0.5358933806419373,0.5532031059265137,-0.017309725284576416,-4.903324404267896e-05
225436,0.5529441237449646,0.5531995892524719,-0.0002554655075073242,-6.008475060202003e-07
225437,0.5543445348739624,0.5531995296478271,0.001145005226135254,9.294163738774042e-07
225439,0.5311571955680847,0.5532199144363403,-0.022062718868255615,-0.00031509473370318217
225440,0.5465418100357056,0.5532028675079346,-0.006661057472229004,-5.5511332384095065e-05
225441,0.522330641746521,0.5532948970794678,-0.030964255332946777,-0.0011230628847118793
225442,0.5528895854949951,0.5531995296478271,-0.00030994415283203125,-1.3381546702052092e-07
225443,0.5605563521385193,0.5531981587409973,0.007358193397521973,2.6572519832467e-05
225444,0.5442903637886047,0.5532087087631226,-0.008918344974517822,-0.00021666639511711659
225445,0.5607043504714966,0.5531984567642212,0.007505893707275391,6.153246811738757e-05
225446,0.5496736168861389,0.5532010793685913,-0.0035274624824523926,-2.4053894552781434e-05
225447,0.5487112402915955,0.5532002449035645,-0.004489004611968994,-1.0558009384250898e-05
225448,0.5666359663009644,0.5531946420669556,0.013441324234008789,0.00010652482161340069
